type, orderno, description, value, qty
PRD, 11978, "Sainsbury's Italian Cooked Meat Selection 120g", 7.63, 7
PRD, 12865, "Tesco 2 Pork & Egg Gala Pie Slices 210g", 21.54, 2
PRD, 8709, "Sainsbury's Green Split Peas 500g", 25.61, 7
PRD, 8681, "French Connection Shiraz 75cl", 25.56, 9
PRD, 20732, "GOSH VELVET TOUCH LIPLINER PEACH PEARL", 16.29, 1
PRD, 2175, "Bighams Pesto Salmon", 2.48, 7
PRD, 23247, "5011546473529 Nescafe Cafe Vanilla 8 Sachets", 22.83, 6
PRD, 4247, "Tesco Christmas Luxury Fruit Salad 750g", 15.22, 2
PRD, 1692, "Hovis Premium White Bread Mix 495g", 12.93, 4
PRD, 7225, "SEEDS OF CHANGE SOUP CARROTT & CORIANDER POUCH 350G", 22.73, 9
PRD, 37857, "JSOL TTD Mey Select Beef with Tewkesbury Mustard", 2.37, 1
PRD, 13211, "Tesco to Share... Soured Cream & Chive and Salsa Dip 200g", 7.88, 5
PRD, 10889, "Fairy Active Bursts Original 45s", 21.54, 8
PRD, 8013, "Sainsbury's Basics Beef Frying Steak", 25.09, 8
PRD, 5925, "Colgate Looney Tunes Toothbrush ", 6.58, 7
PRD, 20889, "Duchy Organic Butterscotch Biscuit 125g", 5.11, 5
PRD, 1532, "Sainsbury's Aromatherapy Sensual Handwash Ylang Ylang/Nutmeg Oil 250ml", 4.96, 3
PRD, 12513, "Tesco Diet Cloudy Lemonade 2l", 25.24, 4
PRD, 3991, "L'Oreal Perfect Blonde Creme Maximum Bleaching Kit", 17.55, 1
PRD, 9167, "Felix Mixed Jelly & Gravy Selection 12x400g", 13.16, 6
PRD, 13443, "Tesco Big Pack High Strength Evening Primrose Oil 180 Capsules", 16.02, 5
PRD, 30563, "5000168122335 McVitie's Taxi x 6", 14.65, 5
PRD, 23981, "NAPOLINA LIGHT AND MILD OLIVE OIL 500ML", 11.65, 4
PRD, 23247, "5000243829906 Nescafe Cap Colombie Coffee 100g", 4.07, 9
PRD, 13069, "Unknown - Brandbank Data capture Image capture", 2.04, 3
PRD, 45297, "8717163572757 Persil Non Bio Tablets 160s", 13.44, 3
PRD, 10526, "Tesco Healthy Living Unsmoked Rashers 200g", 23.29, 8
PRD, 7132, "Oral-B Stages 2 Toothbrush 2-4 Years", 20.60, 9
PRD, 12608, "Pomegranates", 21.25, 8
PRD, 1907, "Bird's Custard made with Dairy Cream 500g", 6.37, 7
PRD, 20889, "DUCHY Duchy org cheese nibbles 125 G", 1.58, 3
PRD, 6366, "Sainsbury's Be Good to Yourself Chilli & Lemongrass Prawns with Noodle", 24.96, 2
PRD, 7825, "Sudafed Cold & Flu Tablets 12's", 19.24, 4
PRD, 65229, "5011037911301 Galtee Streaky Rashers", 10.81, 5
PRD, 9423, "Sainsbury's Crispbakes 125g", 5.43, 4
PRD, 3989, "L'Oreal Dermo-Expertise Activ Futur All Skin Types 50ml", 21.19, 6
PRD, 12353, "Kordel's Advanced Lifestyle Saw Palmetto Complex 30 Tablets", 22.17, 3
PRD, 3485, "Jane Asher Beanie Cake Mix 300g", 1.99, 4
PRD, 44560, "McD Spring Veg Soup PM899 200ptn", 12.92, 2
PRD, 28217, "TESCO THREE BEANS MIXED SALAD 200G", 12.49, 2
PRD, 2417, "Cow & Gate Golden Sunshine Orange 125g", 4.64, 9
PRD, 1492, "Black n' Red Notebook", 6.30, 9
PRD, 10007, "Sainsbury's Basics Rubber Gloves Twin-Pack", 9.05, 3
PRD, 24369, "Calpol Sugar Free Infant Suspension 5010123722708", 22.34, 4
PRD, 55441, "05734269 Superdrug Re-Nourising Conditioner For Dry Or Sried Out Hair 300ml", 5.84, 2
PRD, 3686, "Tesco Cod Liver Oil 550mg 180 Capsules", 2.50, 8
PRD, 69870, "5021685111268  Blakeman Sausage Lincoln Natural 2kg", 16.33, 4
PRD, 11523, "Tesco Lemon Meringue Pie 430g", 12.47, 2
PRD, 6283, "Asda Extra Special Mature Cheddar and Red Onion Flavour 150g", 17.26, 5
PRD, 3733, "Tesco Clear Skin Sual Action Treatment Pads", 3.12, 2
PRD, 7855, "Mr Sheen DustGrabber ", 5.01, 5
PRD, 28475, "Breadstick Rosemary 90g", 19.05, 1
PRD, 10776, "Ecover® Squirteco All Purpose Cleaner 500ml", 16.06, 1
PRD, 7786, "Milky Way Mixed Mini Eggs 100g", 13.48, 9
PRD, 4079, "Imperial Leather Bathtime Bubble Moments with Rose 500ml", 13.52, 8
PRD, 13700, "Ariel Liquid Handwash 750ml Bottle", 11.62, 6
PRD, 5065, "Tesco Olive Spread 1kg", 20.65, 5
PRD, 1856, "Baco Tub-its! 5 Pack", 20.43, 5
PRD, 4812, "Sainsbury's Limes", 15.99, 2
PRD, 10752, "Chiltern Herbs Country Stuffing with Red Onion & Roasted Garlic 150g", 20.17, 2
PRD, 1658, "Morland Old Speckled Hen Gift Pack", 14.12, 1
CR, 8296, 194.20
PRD, 12009, "WeightWatchers® Sour Cream and Chive Dip 170g", 23.35, 1
PRD, 4228, "Tesco Peppermint 24 Fresh Breath Strips", 4.19, 9
PRD, 23746, "0000001458701 Sainsbury's Vegetarian Vegetable Paella 400g", 25.41, 6
PRD, 3032, "Olay Complete Care Gnt Refresh Toner 200ml", 11.55, 8
PRD, 1536, "Carefree FlexiForm Regular 30 Pantyliners", 6.42, 2
PRD, 46429, "Mitre Rebounder Goal 6 x 4", 1.60, 7
PRD, 3787, "Lamb's Navy Rum 350ml", 17.04, 5
PRD, 3751, "Piriton Syrup 150ml ", 3.08, 6
PRD, 20173, "Tesco Fresh Pressed Tomato Juice 1L", 16.06, 1
PRD, 3742, "Palmolive Thermal Spa Hydrating Shower Gel 250ml", 4.56, 6
PRD, 43635, "0000050562770 King of Shaves Blades x 8 Razor", 2.48, 7
PRD, 9909, "Yering Station 2001 Shiraz Viognier 750ml", 1.17, 3
PRD, 12830, "Sainsbury's Cranberry Sauce 205g", 4.62, 7
PRD, 1498, "Bostik Rapid Gluepen", 4.87, 1
PRD, 5707, "Asda Lightweight Cat Litter Tiger 10L", 24.37, 9
PRD, 10022, "Energizer Rechargeable Advanced AA 4 Pack 2500mAh", 20.59, 8
PRD, 20194, "Shere Khan® Restaurant Karahi Sauce 425g", 10.14, 4
PRD, 8045, "Twinings & Rose 25 Tea Bags 50g", 19.60, 3
PRD, 3966, "Dairylea Dunkers Original Sticks 4x50g Packs", 25.66, 1
PRD, 44978, "5011295213414 Chef's Larder Frozen Diced Mixed Peppers 1kg", 17.89, 8
PRD, 4502, "Jacob's Tangy Worcester Sauce Twiglets 150g", 24.51, 7
PRD, 53354, "5011037611324  Dairygold Light 454g - Product upgrade", 6.07, 7
PRD, 33424, "Tuna Nicoise Salad", 10.48, 2
PRD, 10223, "Sainsbury's 2 Margherita Pizzas", 18.91, 1
PRD, 6803, "Asda Spaghetti 410g", 10.47, 7
PRD, 68071, "5000204882322 Glade® Scented Oils 3 Clean Linen 3 x 15g Refills", 16.25, 3
PRD, 6087, "Sainsbury's Apricot Jam 454g", 7.63, 1
PRD, 5324, "L'Oreal Paris Color Pulse Mousse Cool Blonde", 14.87, 4
PRD, 9821, "John Frieda Sheer Blonde Moisture Infusing Conditioner 250ml", 14.42, 2
PRD, 12699, "Unknown - Brandbank Data capture Image capture", 6.86, 8
PRD, 3833, "Heinz Low Fat Mature Cheese", 16.79, 8
PRD, 2885, "Armitage Pet Care Felt Flea Collar Reflective", 17.53, 3
PRD, 12382, "Asda Smart Price Meatballs in Tomato Sauce 200g", 6.68, 1
PRD, 7344, "Quorn 5 Leek & Pork Style Sausages 250g", 12.51, 9
PRD, 12128, "Unknown - Brandbank Image supplied", 18.99, 3
PRD, 3989, "L'Oreal Elvive Nutritive Shampoo Anti-Breakage 300ml", 7.69, 3
PRD, 9095, "McCoys 6 Pack Cheddar & Onion ", 10.97, 7
PRD, 90992, "angled shot 1 and 2 5011546473529 Nescafé Café Menu Vanilla Flavour 8 x 18.5g", 18.87, 6
PRD, 10936, "Garnier Skin Naturals Summerbody Moisturising Lotion 400ml", 16.49, 6
PRD, 5560, "Chateau Prieure-Les-Tours Graves 750ml", 1.12, 6
PRD, 6087, "Sainsbury's Vegetable & Beef Soup 400g", 10.66, 6
PRD, 2781, "Sainsbury's Cheese & Tomato Pizza Slice 130g", 13.81, 6
PRD, 12234, "Carefree Aloe 20 Intimate Wipes", 20.12, 7
PRD, 22963, "5010153481958 Carlsberg 12 x 440ml Cans", 23.57, 4
PRD, 7132, "Gillette Series Shave Foam 250ml", 5.04, 6
PRD, 11455, "Rimmel Soft Kohl Pencil Sable Brown", 6.51, 4
PRD, 9782, "Sainsbury's Red Leicester 300g", 4.12, 3
PRD, 69850, "Zip 100% Natural Charcoal Briquettes", 1.77, 4
PRD, 45166, "Picking Fee For Healthy Living 900g Chicken breast fillets", 13.19, 1
PRD, 2772, "Tesco Mushroom Burger 175g", 11.20, 2
PRD, 9450, "Batchelors Cup a Soup Chicken 5 Sachets", 16.32, 9
PRD, 73622, "TIX Neon Sticky Note Cube 75x75mm Sgl (EAN TBC from single unit sample)", 1.57, 3
PRD, 63556, "5391517591477 Chef mixed pckles 50% extra free", 20.92, 8
PRD, 5030, "Traditional Pickled Onions in Vinegar 710g", 3.01, 5
PRD, 24046, "Unknown Wilko Order344", 24.36, 6
PRD, 46983, "00382212 Sainsbury s All Butter Mini Croissants x 12", 12.55, 7
PRD, 8337, "Febreze® Fabric Refresher Classic 500ml", 14.00, 3
PRD, 9921, "CESAR Alu CIL 300g Beef", 6.77, 5
PRD, 24046, "Unknown Wilko Order508", 7.88, 3
PRD, 3537, "Tesco Leeks 500g Extra Trimmed", 20.73, 3
PRD, 11301, "Sainsbury's Bunnies & Chicks 50g", 19.40, 8
PRD, 12328, "Safety RCD Adaptor", 22.09, 7
PRD, 1702, "Sainsbury's Organic Parsnips 400g", 6.71, 4
PRD, 33881, "generic professional 9ml oil", 23.39, 1
PRD, 3683, "Discover Salad Feta with Olives & Garlic 150g", 11.37, 3
PRD, 9313, "Pantene Pro-V Conditioner Full & Thick 200ml", 2.68, 8
PRD, 12802, "Charles Worthington Results Take Aways Moisute-Seal Intensive Leave-in", 3.15, 7
PRD, 10442, "Weight Watchers 4 Lemon & Sultana Muffins", 4.90, 4
PRD, 25257, "Early Harvest", 2.86, 7
PRD, 3474, "Lindeman's Reserve Verdelho 2002 750ml", 4.59, 9
PRD, 32035, "Cost of Sample 5051140737818 Tesco Value Cooked and Peeled Prawns 500g", 11.62, 8
PRD, 20732, "GOSH SINGLE EYE SHADOW SHADE 281", 7.62, 4
PRD, 12585, "Tesco Chicken & Sweetcorn Sandwich Filler 300g", 6.48, 8
PRD, 8787, "Muller® Vitality Raspberry & Cranberry Fat Free Yogurt Drink 6x100g", 23.36, 4
PRD, 4142, "Tesco Healthy Living Natural Greek Style Yoghurt 450g", 21.31, 8
PRD, 13184, "Unknown - JS New products & hosting", 14.42, 5
PRD, 1435, "Sainsbury's Mushroom & Mascarpone Soup 600ml", 7.88, 7
PRD, 3911, "Fox's Creations Chocolate Selection 125g", 1.47, 9
PRD, 7825, "Benylin Day & Night 20's UK", 25.00, 8
PRD, 8485, "Leerdammer Lightlife 250g", 13.00, 9
PRD, 3206, "Harpic 2in1 Pine & Jasmine 40g", 5.29, 1
PRD, 35666, "Sainsbury's Beacon Branding Isle End Photography - POULTRY", 21.74, 3
PRD, 8366, "Cono Sur Sauvignon Blanc 75cl", 10.33, 2
PRD, 9226, "Cruz Organic Orange Mango Fruit Drink 330ml", 25.53, 9
PRD, 76407, "Thayers  Strawberry 125ml", 3.14, 4
PRD, 23233, "Green's Light Fruit Cake", 20.73, 6
PRD, 25418, "Tesco Washing Machine Descaler 250g", 9.54, 1
PRD, 3313, "Tesco Ultra Soft Wipes Fragarance Free Travel Pack", 7.69, 4
PRD, 6163, "Glade Auto Fragrance Tropical Breeze 7ml", 16.97, 7
PRD, 10871, "Champneys Spa Pedicure Smooth & Polish Energising Foot Scrub 125ml", 17.76, 2
PRD, 9344, "Calgon Powder 600g", 13.45, 5
PRD, 5322, "Tesco Clear Skin 15ml", 2.65, 9
PRD, 11673, "Sainsbury's Hand Wash Refreshing 500ml", 25.00, 6
PRD, 10372, "Sainsbury's 6 Bramley Apple Pies", 14.88, 7
PRD, 85534, "9300727004741 Jacob’s Creek Reserve Chardonnay", 8.57, 9
PRD, 20560, "NORMANDIE MOISTURE SURGE 250ML", 12.07, 5
PRD, 11702, "Winnie the Pooh Tumbler", 7.58, 8
PRD, 81109, "Upgrade of Maggi Liquid Seasoning Hot 8715000029716 to branded account", 2.13, 3
PRD, 1326, "Bernard Matthews Turkey Drumstick", 14.23, 9
PRD, 6645, "Tesco Ramblers Pack", 24.39, 4
PRD, 3263, "Bart® Organic Black Peppercorn Mill 50g", 24.07, 9
PRD, 43353, "Rowse Luxury Chocolate and Hazelnut Spread 375g", 17.37, 2
PRD, 7048, "Taylor's Late Bottled Vintage Port 1998 75cl", 6.61, 2
PRD, 6501, "San Pellegrino Sparkling Water Six Pack 1L", 2.32, 1
PRD, 12837, "Unknown - JS New products & hosting", 1.62, 7
PRD, 72642, "PALMERS COCOA BUTTER 2X400ML", 5.35, 8
PRD, 11625, "Lambert & Butler King Size Gold 10 Pack", 23.94, 9
PRD, 1347, "Sainsbury's Chicken Breast Roll x12 100g", 1.47, 9
PRD, 5015, "Highland Spring Natural Mineral Water Still 6x500ml", 14.45, 9
PRD, 68071, "5000204882223 Glade® Wisp™ Island Breeze Refill 8ml", 8.24, 2
PRD, 48141, "La Gioiosa Meridiana Rosso", 18.36, 6
PRD, 2294, "Le Chic No2 Merlot 75cl", 12.21, 5
PRD, 22311, "TTD Bramley Pork Joint", 11.58, 3
PRD, 2310, "Lindt Swiss Tradition De Luxe 400g", 1.39, 5
PRD, 27702, "Batchelors  Savoury Rice Egg Fried  120g", 14.32, 5
PRD, 21083, "5000354110818 Haywards Sweet Onions 454g", 2.60, 8
PRD, 45332, "JS Whisky Dundee Cake", 3.70, 8
PRD, 8582, "Uncle ben's® Texan Barbecue With Sweet Peppers Mexican Sauce 500g", 7.63, 9
PRD, 10448, "Smarties Giant Tube", 26.00, 5
PRD, 11698, "Willunga 100 Grenache 75cl", 2.90, 1
PRD, 3258, "Cloudy Bay Pelorus Vintage 75cl", 2.64, 3
PRD, 10243, "Sainsbury's Super Soft Toilet Tissue 12 Pure White", 13.28, 2
PRD, 7825, "Nicorette Gum Freshmint 4mg 30's", 17.35, 3
PRD, 7116, "Walkers Lamb & Mint Sauce 34.5g", 17.79, 2
PRD, 4870, "Tesco Cheese & Loaded Potato Skins 430g", 3.87, 1
PRD, 11271, "Sharwood's® Spicy Jalfrezi Medium Hot 420g", 4.02, 9
PRD, 12327, "Bodyform® Extra 2 in 1 24 Extra Long Pantyliners", 3.99, 6
PRD, 45514, "Smartie doughnut", 13.56, 9
PRD, 11673, "Sainsbury's Ultra Dry Anti-Perspirant Deodorant 50ml", 7.30, 8
PRD, 3686, "Tesco Complete Childrens Multivitamins & Multiminerals Tablets x30", 14.90, 4
PRD, 44539, "0707387446802 3M-LITTMN CLASS 2 S.E BURG", 2.16, 1
PRD, 72447, "5010487641110 TAMPAX REGULAR 2X40'S", 24.24, 8
PRD, 2587, "Sainsbury's West Country Oak Smoked Streaky Bacon 1kg", 5.12, 6
PRD, 2004, "Wella Silvikrin Lasting Control Gelee Firm Hold 100ml", 19.92, 2
PRD, 7131, "Kelly's Vanilla Cornish Dairy Ice Cream 2.4 litre", 11.58, 1
PRD, 13223, "Tesco Strawberry Gateau 350g", 20.43, 4
PRD, 9947, "Jeyes Pink Parozone Thick Bleach 750ml", 7.90, 5
PRD, 13231, "Bonne Maman Black Cherry Conserve 370g", 25.44, 5
PRD, 1492, "Pilot G207 Retractable Gel Pen Blue", 8.32, 6
PRD, 9332, "Gaviscon Cool Tablets 16", 12.06, 2
PRD, 12094, "Asda Flageolet Beans in Water 290g", 18.49, 7
PRD, 7227, "Milky Way 10 Snack Size Bars 10 x 26g", 9.74, 2
PRD, 78951, "Targas for July", 8.29, 6
PRD, 10038, "Sainsbury's Basics Dried Mixed Fruit 500g", 11.67, 9
PRD, 11180, "Continental Classics Apricot & Roasted Hazelnut Brioche", 11.97, 7
PRD, 11064, "Head & Shoulders Anti-Dandruff Conditioner Cool Menthol 200ml", 5.12, 4
PRD, 7515, "Nicky Clarke Hairomatherapy Instant Calmer Straightening Gelee 75ml", 12.04, 4
PRD, 4218, "Chewits Minis 150g", 8.80, 9
PRD, 4166, "St Moret Appeteasers Herbes de Provence 100g", 24.06, 2
PRD, 24046, "Unknown Wilko Order56", 1.99, 5
PRD, 24046, "Unknown Wilko Order577", 3.91, 1
PRD, 3868, "Filippo Berio Olive Spread 500g", 11.98, 7
PRD, 22069, "5000158063822 Disprin™ Extra Aspirin Paracetamol 16 Soluble Tablets", 13.67, 7
PRD, 50565, "Sainsbury's Hollow Milk Chocolate Eggs 375g", 24.48, 5
PRD, 13096, "Sainsbury's 12 Mini Mexican Style Flatbreads 180g", 10.96, 8
PRD, 9471, "Pantene Anti-Breakage Shampoo 250ml", 18.41, 8
PRD, 3963, "Richmond Irish Recipe 12 Thin Pork Sausages 340g", 15.63, 7
PRD, 12025, "Sainsbury's Aioli Dip 200g", 17.51, 5
PRD, 11862, "Unknown - Brandbank Data capture Image capture", 10.81, 3
PRD, 2245, "RoC Hydra+ Mat Anti-Shine 40ml", 7.44, 2
PRD, 86315, "6009808750579    South Africa's First Cape Rosé 500ml", 18.96, 5
PRD, 1446, "Sainsbury's Montepulciano d'Abruzzo 75cl", 9.00, 5
PRD, 8173, "De-Solv-It Universal Stain Remover & Pre-Wash Wipes 10", 21.34, 1
PRD, 72447, "8718114336558 PERSIL POWDER NON BIO PMP#2.99", 10.22, 3
PRD, 43311, "5010038047705 Carling C2 4+2 x 500ml Cans", 10.27, 1
PRD, 26025, "0249020000000 Medium Pork Leg Joint", 24.63, 9
PRD, 43129, "5011012450726 Inversoft Eco-Kind 4 Rolls - Invoice to Ireland", 17.43, 4
PRD, 21694, "Happy Hippo Cocoa Cream 20.5g", 5.30, 2
PRD, 6040, "Piat D'or Merlot Shiraz 750ml", 8.99, 1
PRD, 41198, "0000001148718 Basic Ham", 7.96, 6
PRD, 20157, "Sainsbury's Taste the Difference Panforte 400g", 2.06, 6
PRD, 11030, "Quaker Snack-a-Jacks Classic Roast Chicken Flavour 30g", 5.69, 4
PRD, 55240, "FTP link of all images in ATAP001 and OTIS001 - Higest possible spec", 6.03, 8
PRD, 5313, "Beringer Stone Cellars White Zinfandel", 1.48, 9
PRD, 12556, "Unknown - Brandbank Data capture Image capture", 7.56, 3
PRD, 24046, "Unknown Wilko Order252", 12.93, 2
PRD, 9834, "Ecover Hand Soap Lavender & Aloe Vera 250ml", 4.01, 4
PRD, 41198, "0000001516425 JS Wafer Thin Cooked Ham 70g", 2.90, 5
PRD, 2010, "Alberto VO5 Soft Moulding Wax 75ml", 4.98, 9
PRD, 12736, "Unknown - Tesco OL Image Only", 10.94, 2
PRD, 24046, "Unknown Wilko Order190", 15.67, 9
PRD, 65668, "(02555200) BGTY Medallions", 5.90, 7
CR, 11315, 174.79
PRD, 6758, "Tesco British Cheese Selection 485g", 2.72, 4
PRD, 5471, "Schwartz Ground Cumin Refill 28g", 13.97, 6
PRD, 20113, "SCOTTISH MILD COLOURED SMALL", 13.39, 8
PRD, 25467, "Tesco Active Hypotonic Cranberry & Raspberry 4 X 500ml", 4.14, 5
PRD, 76154, "5035822228337 Talladega Nights - The Ballad of Ricky Bobby", 2.96, 6
PRD, 13333, "Unknown - ASDA Own Label Data and Image Capture", 2.78, 1
PRD, 6553, "Asda Disposable Razors Triple Blade 4 Swivel Head Razors", 24.88, 5
PRD, 3772, "Sainsbury's Taste the Difference Tarte Aux Poires 550g", 2.61, 4
PRD, 6198, "Mates Xplore Clubmix Pack 6", 19.51, 4
PRD, 2272, "Sainsbury's Be Good To Yourself Citrus Chicken 400g", 18.31, 5
PRD, 2222, "Winalot Energy Stars 125g", 22.30, 2
PRD, 2772, "Tesco Finest Oven Baked Potatoes with Bacon 400g", 23.82, 6
PRD, 2955, "Lea & Perrins Worcestershire Sauce 150ml", 21.35, 3
PRD, 26778, "Lurpak Spreadable Unsalted 500g (EAN to be confirmed)", 13.34, 4
PRD, 10938, "Tesco 9 Mini Crispy Treats", 25.77, 6
PRD, 3352, "Tesco British Maris Piper Oven Ready Chips", 12.73, 3
PRD, 88017, "shopping fee", 12.43, 1
PRD, 3763, "Tesco Finest Soothing Foot Lotion 150ml", 10.33, 4
PRD, 3847, "Sainsbury's No Added Sugar Orange Juice Drink 3 x 250ml", 21.30, 2
PRD, 24046, "Unknown Wilko Order354", 12.28, 3
PRD, 4067, "Peter Stuyvesant 100's Red 20s", 6.73, 9
PRD, 23247, "5000243730066 Nescafe Alta Rica Coffee 200g", 21.22, 9
PRD, 6641, "Fiddes Payne White Christmas Sugar Shapes 84g", 25.93, 5
PRD, 10319, "Sainsbury's Whole Grain Fruit & Fibre Bars 6 Bars", 14.99, 1
PRD, 1492, "Stabilo Sensor Fine Line Pen Blue", 16.38, 7
PRD, 12814, "Revels Pot 230g", 3.98, 1
PRD, 5101, "Tesco Thai Green Chicken Curry 460g", 14.48, 6
PRD, 6876, "Walkers Salt & Shake 12 Pack", 25.04, 7
PRD, 12513, "Tesco No Added Sugar Tropical Squash 1l", 16.09, 2
PRD, 5011, "Oral B Advantage Plus 40 Med Toothbrush", 13.05, 7
PRD, 2795, "Bonterra Vineyards Chardonnay 2000 75cl", 19.66, 1
PRD, 13627, "Unknown - Brandbank Data capture Image capture", 22.51, 5
PRD, 37943, "Strawberry goodness single bar 5050974000242", 15.59, 6
PRD, 12019, "Tesco Finest 2 Beef Burgers with Sundried Tomatoes 227g", 8.26, 8
PRD, 12182, "Tesco 6 Battered Chicken 570g", 20.72, 6
PRD, 1634, "Rohto V. Eye Brightener Clear Whites Cool Dew", 23.01, 7
PRD, 7966, "Dragonfly Tea Rooibos Earl Grey 40 Tea Bags", 15.88, 9
PRD, 5208, "Simple Anti-perspirant Deodorant Stick 40ml", 2.32, 5
PRD, 10609, "Tesco Single Use Camera Waterproof 27 Exposure", 12.68, 2
PRD, 1802, "Mum Fresh Pink Anti-Perspirant Deodorant 55ml", 18.41, 3
PRD, 4697, "Belazu Black Olives with Herbs 190g", 17.48, 7
PRD, 5409, "Carlsberg 12 x 440ml cans", 16.52, 7
PRD, 12513, "Tesco Premium Diet Lemonade No Added Sugar 2l", 19.12, 5
PRD, 3038, "Thelema Merlot 2000 750ml", 10.34, 3
PRD, 6678, "Cadbury Buttons Tube 100g", 4.70, 8
PRD, 1586, "Grahams Port 2 x 5cl Gift Tin", 25.37, 5
PRD, 3018, "Tesco Fresh Double Cream 142ml", 22.84, 5
PRD, 71985, "5051413439999 Asda Smart Price Milk Pan 14cm", 12.22, 5
PRD, 72447, "5012254061657 ALBERTO SHAM+CON TEA TREE 2X400ML", 21.16, 2
PRD, 1293, "Crest For Kids Cool Raspberry Gel Cavity Protection 50ml", 10.88, 1
PRD, 4270, "Sainsbury's Fresh Fully Prepared Peeled Mini Carrots 400g", 17.28, 9
PRD, 13658, "Unknown - Brandbank Data capture Image capture", 23.39, 8
PRD, 40656, "5025251012256 4 WHEATEN  SCONES", 25.68, 5
PRD, 13512, "Unknown - JS Revised imaged & data", 11.98, 2
PRD, 11004, "Honeywood Shiraz 75cl", 8.70, 5
PRD, 52921, "5050854471629  Asda Italian Chargrilled Chicken Tagliatelle 400g", 15.36, 3
PRD, 24046, "Unknown Wilko Order540", 17.71, 1
PRD, 72067, "885909367306 Apple iPod Nano 16GB Pink", 10.69, 1
PRD, 75814, "Picking Fee", 3.73, 9
PRD, 6294, "Dettori's White Truffle Ravioli Pasta 250g", 6.87, 7
PRD, 6579, "Tesco Christmas Iced Rich Fruit Christmas Cake 907g", 9.60, 6
PRD, 69833, "5021320010437    Formula 1™ Accelerate Deodorising Body Spray 175ml", 17.91, 4
PRD, 12379, "Unknown - JS New products & hosting", 1.05, 2
PRD, 12546, "Tesco Italian Ham & Roasted Garlic Mushroom Pasta 800g", 4.24, 1
PRD, 6439, "Tesco Finest Chunky Chips 400g", 25.98, 2
PRD, 12541, "Volvic Touch of Fruit Strawberry 50cl", 21.44, 9
PRD, 9114, "Sainsbury's Taste the Difference Swiss Style Muesli 750g", 22.20, 9
PRD, 73906, "Picking Fee & Sample Fee", 13.49, 9
PRD, 7308, "Planters Hickory Smoked Almonds 190g", 9.95, 8
PRD, 9821, "John Frieda Brilliant Brunette Miosturising Conditioner 250ml", 11.63, 8
PRD, 38807, "5000254016340  BITB White Chocolate & Raspberry Cake Mix", 6.53, 5
PRD, 3833, "Cathedral City Snack Pack 50g", 6.46, 5
PRD, 8259, "Tesco South African Chenin Blanc 75cl", 4.48, 2
PRD, 2055, "Weleda Citrus Deodorant 30ml", 9.04, 6
PRD, 7305, "Purina One Puppy & Junior with Chicken & Rice", 6.02, 1
PRD, 7355, "St.Ives 24 Hour Moisture Body Lotion Normal Skin 75ml", 9.40, 3
PRD, 68681, "5050854318757 Asda Hero Puppy Deli-Fresh Sausages with Meaty Beef 30g", 13.43, 2
PRD, 13423, "Sainsbury's Conchigliette 250g", 13.87, 7
PRD, 20057, "Tesco Finest Chateauneuf du Pape 2000 (France)", 8.33, 2
PRD, 10419, "Sainsbury's Taste the Difference 6 Premium Crumpets", 24.38, 7
PRD, 22926, "Free Range medium x 6", 12.07, 4
PRD, 10414, "Silk Cut 100's Cigarettes x 20", 7.21, 7
PRD, 46601, "5019693000193 Sussex Slipcote Organic Medium Soft Cheese Garlic & Herb 125g", 11.32, 8
PRD, 3692, "Goodies Strawberry Trifle 3 x 115g", 7.78, 7
PRD, 2804, "Ginsters Original Cornish Pasties", 12.58, 1
PRD, 5129, "Johnsons Suncare 8 200ml", 11.00, 2
CR, 8069, 202.79
PRD, 11050, "Greens Batman Cookie Kit 224g", 10.32, 9
PRD, 2577, "Jacob's Cheeselets 125g", 11.68, 1
PRD, 13443, "Tesco Evening Primrose Oil 60 Capsules", 16.48, 9
PRD, 70651, "5030426000037 Goddards Brewery Ltd Goddards Duck Folly 50cl", 24.35, 3
PRD, 10602, "Oral-B Vitality ProWhite", 13.73, 8
PRD, 12985, "Unknown - JS New products & hosting", 16.63, 3
PRD, 2542, "Sainsbury's Cooked Beef (Counter)", 10.85, 2
PRD, 10609, "Tesco 35mm Colour 3x24 exp", 17.17, 8
PRD, 24046, "Unknown Wilko Order14", 14.59, 8
PRD, 1692, "Hovis Strong Country Brown Bread Flour 1.5kg", 9.17, 9
PRD, 61227, "5391517590371 Bolands Raspberry Creams 150g 99c", 15.08, 4
PRD, 9828, "Quorn 2 Surprisingly Tempting Feta Cheese & Tomato Escalopes 240g", 3.56, 9
PRD, 3118, "Clairol Hydrience Mediterranean Passion Intense Copper Red 1RR", 20.32, 4
PRD, 75022, "Product fee x 3", 7.53, 2
PRD, 28393, "Henschke Julius Riesling 2004", 21.69, 9
PRD, 7721, "Warburtons Toastie White 400g", 16.71, 3
PRD, 6658, "Tesco Party 12 Duck Spring Rolls 180g", 15.31, 5
PRD, 3191, "4 Crispy Coated Chicken Steaks 550g", 16.78, 3
PRD, 5441, "Model Secrets Mega-Plump 7.5ml", 6.67, 3
PRD, 4931, "Scholl Flight Knee Highs 2 pairs Shoe size 4-6", 5.36, 5
PRD, 29980, "Additional Jalapeno (EAN TBC)", 8.02, 9
PRD, 3495, "Sainbury's Chicken & Smoked Bacon Hot Flan 400g", 23.98, 4
PRD, 63118, "pick up fee", 16.58, 8
PRD, 10800, "Sainsbury's Basics 16 Mallow Tea Cakes 225g", 14.67, 3
